component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Active_Supply_Current_0h,Active_Supply_Current_24h,Propagation_Delay_0h,Propagation_Delay_24h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Fall_Time_0h,Output_Fall_Time_24h,IDDQ_168h,Input_Leakage_Current_168h,Active_Supply_Current_168h,Propagation_Delay_168h,Output_Rise_Time_168h,Output_Fall_Time_168h
C02838,B_L14,DIGITAL_CMOS,CMOS_B,0.719363,0.726151,0.076937,0.079655,49.927984,49.579233,5.141513,5.157415,3.004542,3.030805,2.86237,2.896583,0.768924,0.083856,50.013405,5.357013,3.090571,2.93816
C02839,B_L14,DIGITAL_CMOS,CMOS_B,0.540145,0.541614,0.066474,0.067756,49.025602,48.848185,5.142529,5.18573,3.169986,3.175869,2.857157,2.859472,0.545963,0.06922,49.003494,5.237423,3.211206,2.878807
C02840,B_L14,DIGITAL_CMOS,CMOS_B,0.728394,0.724069,0.074319,0.075367,50.431351,50.007665,4.884715,4.96244,3.003499,3.046748,2.756105,2.755348,0.728237,0.075149,50.026419,5.061244,3.147505,2.793825
C02841,B_L14,DIGITAL_CMOS,CMOS_B,0.73762,0.742879,0.124592,0.12715,48.745043,48.904717,5.068572,5.124713,2.936638,2.987183,2.964085,2.997855,0.757529,0.130923,48.799681,5.342087,3.067985,3.057314
C02842,B_L14,DIGITAL_CMOS,CMOS_B,0.605402,0.607652,0.053113,0.05535,49.533803,49.349479,4.561559,4.601639,2.719251,2.767204,2.836416,2.842037,0.620232,0.055221,49.711489,4.88435,2.913105,2.952336
C02843,B_L15,DIGITAL_CMOS,CMOS_B,0.462032,0.480648,0.107661,0.111411,48.207652,48.413103,5.550034,5.642188,3.317567,3.338353,3.032614,3.10146,0.497292,0.118021,48.594537,6.026458,3.513379,3.420563
C02844,B_L15,DIGITAL_CMOS,CMOS_B,0.625182,0.637768,0.087097,0.089608,49.81781,49.964709,5.380936,5.450817,3.280813,3.339368,2.966552,3.040922,0.705553,0.097507,51.58307,5.966404,3.429299,3.283928
C02845,B_L15,DIGITAL_CMOS,CMOS_B,0.789291,0.797921,0.089325,0.090435,48.307244,48.431152,5.30458,5.285029,3.06842,3.05202,3.110346,3.099543,0.848032,0.102993,49.929198,5.383796,3.105766,3.125957
C02846,B_L15,DIGITAL_CMOS,CMOS_B,0.757447,0.77163,0.12932,0.133048,51.522775,52.342313,5.677561,5.731303,3.464259,3.488009,3.003611,3.064467,0.834969,0.145569,54.429435,5.924419,3.567122,3.229221
C02847,B_L15,DIGITAL_CMOS,CMOS_B,0.618898,0.632059,0.109345,0.114595,45.645603,45.818434,5.536136,5.570911,3.184309,3.179671,3.17649,3.202075,0.693939,0.126577,47.532456,5.71166,3.199054,3.22856
C02848,B_L15,DIGITAL_CMOS,CMOS_B,0.539298,0.536599,0.049582,0.050583,48.707973,47.884282,5.267491,5.283906,3.291913,3.289131,3.150996,3.169328,0.567782,0.052932,49.846892,5.389292,3.347452,3.231
C02849,B_L15,DIGITAL_CMOS,CMOS_B,0.685553,0.688522,0.076192,0.076561,43.286943,43.986894,5.169302,5.193855,3.034459,3.037451,2.979143,2.987116,0.716541,0.077517,43.978662,5.225807,3.035045,3.021481
C02850,B_L15,DIGITAL_CMOS,CMOS_B,0.63355,0.632737,0.059679,0.060178,45.648178,46.351884,5.52528,5.516803,3.500928,3.439982,3.273318,3.234893,0.644121,0.060043,45.955079,5.605897,3.498176,3.267926
C02851,B_L15,DIGITAL_CMOS,CMOS_B,0.601456,0.611618,0.09195,0.092709,46.937411,47.324529,5.117177,5.170967,3.335445,3.315319,3.053981,3.109248,0.673704,0.10572,48.720834,5.599666,3.536514,3.369893
C02852,B_L15,DIGITAL_CMOS,CMOS_B,0.601776,0.58746,0.03618,0.036371,44.473697,44.286591,5.246907,5.360916,3.052543,3.100784,3.051926,3.060628,0.606511,0.036849,44.286611,5.846618,3.211496,3.432581
C02853,B_L15,DIGITAL_CMOS,CMOS_B,0.518153,0.535327,0.082757,0.085169,47.740646,47.797392,5.254342,5.407898,3.219365,3.248682,2.899938,2.984261,0.566005,0.09185,48.734964,5.69412,3.338882,3.123995
C02854,B_L15,DIGITAL_CMOS,CMOS_B,0.690142,0.697751,0.095349,0.098327,47.296402,46.998791,5.606553,5.723711,3.291478,3.353808,2.914222,2.983945,0.707955,0.102842,47.762993,6.120664,3.380996,3.074404
C02855,B_L15,DIGITAL_CMOS,CMOS_B,0.505717,0.502655,0.061671,0.062356,44.103281,43.534504,5.242524,5.291988,3.243204,3.22918,3.044175,3.100536,0.506979,0.06213,44.409524,5.544491,3.340049,3.207398
C02856,B_L15,DIGITAL_CMOS,CMOS_B,0.692909,0.716162,0.088003,0.088638,49.045017,49.56476,5.222212,5.239772,3.10739,3.144985,2.924504,2.94112,0.768182,0.096464,50.598028,5.312412,3.149799,2.990293
C02857,B_L15,DIGITAL_CMOS,CMOS_B,0.747881,0.76508,0.066194,0.066001,45.697103,45.584992,5.80135,5.777184,3.485177,3.468077,3.251777,3.27095,0.757055,0.068811,46.152366,5.82006,3.519244,3.257619
C02858,B_L15,DIGITAL_CMOS,CMOS_B,0.441281,0.447798,0.052596,0.053451,46.850605,47.093731,5.131133,5.169196,3.304625,3.365175,3.028502,3.090858,0.453989,0.053629,47.256501,5.370005,3.470805,3.251353
C02859,B_L15,DIGITAL_CMOS,CMOS_B,0.650682,0.657569,0.093416,0.100414,46.978245,47.447376,5.365237,5.362412,3.500001,3.527572,3.190057,3.163653,0.727548,0.108198,48.004767,5.430442,3.542004,3.282351
C02860,B_L15,DIGITAL_CMOS,CMOS_B,0.553432,0.555416,0.060479,0.061997,48.894481,48.701632,5.235491,5.248748,3.36665,3.430596,2.997684,3.021858,0.556359,0.064371,49.227219,5.623592,3.606032,3.327264
C02861,B_L15,DIGITAL_CMOS,CMOS_B,0.63397,0.649075,0.077081,0.079201,42.200858,42.718201,5.596365,5.664882,3.350993,3.342323,3.35983,3.369515,0.681124,0.087516,43.757405,5.670378,3.423605,3.434303
C02862,B_L15,DIGITAL_CMOS,CMOS_B,0.637247,0.633802,0.082078,0.085186,47.480832,47.581652,5.126649,5.235504,3.146008,3.194507,2.932898,3.016883,0.654394,0.088419,48.73976,5.718288,3.394136,3.319022
C02863,B_L15,DIGITAL_CMOS,CMOS_B,0.548213,0.593771,0.073635,0.078754,44.686099,45.477884,5.498528,5.550186,3.18839,3.251314,3.078474,3.160047,0.630127,0.088289,46.739886,5.726442,3.282148,3.379555
C02864,B_L15,DIGITAL_CMOS,CMOS_B,0.631478,0.645864,0.081108,0.082559,45.457002,45.54697,5.501151,5.613237,3.282896,3.305863,3.212884,3.240847,0.722973,0.090831,47.344816,5.718215,3.366351,3.2208
C02865,B_L15,DIGITAL_CMOS,CMOS_B,0.657449,0.656353,0.073739,0.07384,43.933539,43.958769,5.436059,5.450542,3.428371,3.449635,3.137065,3.127428,0.676871,0.076561,44.147245,5.566737,3.49012,3.131218
C02866,B_L15,DIGITAL_CMOS,CMOS_B,0.575833,0.575656,0.089684,0.089311,48.28587,48.637265,5.48313,5.514286,3.299541,3.324934,3.045985,3.041819,0.598392,0.092287,48.391326,5.634935,3.353668,3.05892
C02867,B_L15,DIGITAL_CMOS,CMOS_B,0.490374,0.507769,0.083189,0.086441,51.477756,51.274346,5.566639,5.606884,3.539726,3.600767,3.084388,3.116877,0.534654,0.090763,51.911643,6.011503,3.734649,3.294528
C02868,B_L15,DIGITAL_CMOS,CMOS_B,0.641239,0.627306,0.09681,0.096967,44.149989,43.726704,5.425131,5.470948,3.225023,3.26392,2.993631,3.025784,0.654361,0.097915,44.026322,5.691898,3.37888,3.267126
C02869,B_L15,DIGITAL_CMOS,CMOS_B,0.687451,0.695353,0.074059,0.074027,47.465845,46.869779,5.35371,5.452909,3.315427,3.342957,3.100339,3.178815,0.687362,0.075783,46.830612,5.792468,3.418071,3.383879
C02870,B_L15,DIGITAL_CMOS,CMOS_B,0.875628,0.890477,0.079477,0.083102,48.655057,49.039137,5.29879,5.335899,3.22096,3.221986,2.857756,2.88284,0.946993,0.087282,50.250907,5.351518,3.258045,2.89458
C02871,B_L15,DIGITAL_CMOS,CMOS_B,0.579193,0.57747,0.097545,0.099661,46.362982,46.337928,5.232942,5.262978,3.148476,3.142799,2.895943,2.900126,0.637866,0.108564,47.515895,5.265608,3.170942,2.916139
C02872,B_L15,DIGITAL_CMOS,CMOS_B,0.491804,0.505419,0.076609,0.080529,46.091194,46.189977,5.352276,5.49459,3.436856,3.525553,3.059877,3.10748,0.534166,0.088443,47.012411,5.717461,3.645224,3.273808
C02873,B_L15,DIGITAL_CMOS,CMOS_B,0.582831,0.568345,0.076703,0.076251,45.867812,45.97358,5.261971,5.322142,3.122412,3.149086,3.01991,3.079802,0.576406,0.078537,46.687642,5.588057,3.281493,3.15803
C02874,B_L15,DIGITAL_CMOS,CMOS_B,0.496031,0.509167,0.06948,0.073021,46.319022,46.976198,5.204564,5.312343,3.17751,3.228248,3.268869,3.352247,0.551619,0.082459,48.530029,5.436956,3.309959,3.460008
C02875,B_L15,DIGITAL_CMOS,CMOS_B,0.710151,0.731211,0.090539,0.094264,45.562074,45.68413,4.922706,4.908798,3.10829,3.110559,2.794396,2.806991,0.774603,0.103335,47.670023,5.058965,3.149164,2.793707
C02876,B_L15,DIGITAL_CMOS,CMOS_B,0.644028,0.642867,0.045683,0.045747,45.377646,45.677724,5.105177,5.146916,3.119422,3.149316,2.826457,2.819149,0.665464,0.047088,45.556079,5.709351,3.30913,3.16177
C02877,B_L15,DIGITAL_CMOS,CMOS_B,0.558704,0.553409,0.07054,0.072148,44.568447,44.872757,5.167981,5.19228,3.392536,3.370733,3.086609,3.081393,0.555989,0.073558,46.09677,5.268741,3.41964,3.111176
C02878,B_L15,DIGITAL_CMOS,CMOS_B,0.553164,0.559282,0.098479,0.099799,45.064391,45.298644,5.208779,5.246856,3.184229,3.236244,3.159931,3.163634,0.555941,0.103378,45.213372,5.343409,3.25308,3.173399
C02879,B_L15,DIGITAL_CMOS,CMOS_B,0.580101,0.598303,0.088507,0.092602,44.940879,45.271539,5.538809,5.54403,3.315417,3.308139,3.141922,3.139175,0.632796,0.100458,46.480633,5.578636,3.348454,3.163765
C02880,B_L15,DIGITAL_CMOS,CMOS_B,0.800513,0.803278,0.080109,0.081843,49.756449,49.326391,5.409426,5.51848,3.359721,3.381529,3.063055,3.100409,0.845865,0.083222,50.590142,5.880155,3.5349,3.343436
C02881,B_L15,DIGITAL_CMOS,CMOS_B,0.638279,0.649352,0.08877,0.090084,49.349135,49.398205,5.29834,5.406174,2.949715,2.999083,2.866694,2.909524,0.654438,0.091048,49.597748,5.674705,3.131408,3.162451
C02882,B_L15,DIGITAL_CMOS,CMOS_B,0.562564,0.571987,0.048769,0.049278,47.55594,47.383042,5.656217,5.678899,3.208235,3.223522,2.95755,2.987084,0.57922,0.050617,48.255393,5.675543,3.234375,3.047659
C02883,B_L15,DIGITAL_CMOS,CMOS_B,0.578563,0.571803,0.061752,0.062671,41.990903,42.177632,5.612642,5.651603,3.29366,3.32044,3.070809,3.105281,0.597839,0.063757,41.99668,5.794445,3.347378,3.106045
C02884,B_L15,DIGITAL_CMOS,CMOS_B,0.671577,0.672568,0.074854,0.077444,45.104503,45.104516,5.443478,5.452225,3.155735,3.190302,2.911652,2.938599,0.728118,0.083472,47.160118,5.613249,3.235903,2.968084
C02885,B_L15,DIGITAL_CMOS,CMOS_B,0.524724,0.545213,0.057953,0.059895,49.340034,49.671203,5.320338,5.38783,3.404288,3.415869,2.958997,2.994587,0.561679,0.062988,51.573947,5.665993,3.589422,3.169637
C02886,B_L15,DIGITAL_CMOS,CMOS_B,0.574097,0.58916,0.064753,0.06642,47.679536,47.973669,5.469338,5.52885,3.275001,3.260319,3.132777,3.181985,0.640519,0.070424,49.369078,6.046525,3.428598,3.45755
C02887,B_L15,DIGITAL_CMOS,CMOS_B,0.645083,0.654184,0.09803,0.100806,49.320052,50.198233,5.297056,5.307751,3.559984,3.572003,3.02212,3.009833,0.710556,0.10732,50.745735,5.378824,3.604967,3.039952
C02888,B_L15,DIGITAL_CMOS,CMOS_B,0.599694,0.607383,0.072204,0.074876,47.906207,48.043736,5.493198,5.634784,3.305863,3.348016,3.204503,3.255229,0.632993,0.081149,48.90871,5.983166,3.457579,3.41992
C02889,B_L15,DIGITAL_CMOS,CMOS_B,0.405944,0.410945,0.075969,0.076027,49.465064,49.382697,5.319603,5.304796,3.082913,3.079993,2.85896,2.871426,0.428884,0.076491,50.049513,5.371625,3.101219,2.857526
C02890,B_L15,DIGITAL_CMOS,CMOS_B,0.456887,0.469264,0.070454,0.071732,42.701797,42.76836,5.573631,5.628019,3.323084,3.308446,3.030883,3.050645,0.488988,0.07843,44.063292,6.055024,3.412436,3.237956
C02891,B_L15,DIGITAL_CMOS,CMOS_B,0.654392,0.638512,0.063656,0.064197,42.840517,42.964086,5.343922,5.40274,3.396185,3.442093,3.08273,3.11528,0.638407,0.065482,43.212369,5.448507,3.483214,3.172697
C02892,B_L15,DIGITAL_CMOS,CMOS_B,0.484155,0.499424,0.08534,0.088671,47.451986,47.434625,5.314572,5.475009,3.280131,3.344101,3.119481,3.197658,0.514243,0.093838,48.755653,5.748436,3.45189,3.283517
C02893,B_L15,DIGITAL_CMOS,CMOS_B,0.700516,0.702496,0.073151,0.075205,47.211369,48.038857,5.398107,5.516884,3.475584,3.570712,3.077471,3.166726,0.782006,0.083323,48.633232,5.851964,3.675151,3.31122
C02894,B_L15,DIGITAL_CMOS,CMOS_B,0.597789,0.629266,0.083414,0.085616,51.080836,51.233289,5.164194,5.155674,3.402654,3.419382,2.754879,2.758135,0.648323,0.090526,52.034665,5.194212,3.434298,2.765725
C02895,B_L15,DIGITAL_CMOS,CMOS_B,0.636845,0.65357,0.103833,0.107138,50.310834,50.312372,5.517991,5.531397,3.260794,3.299748,2.863961,2.866337,0.663456,0.114787,52.041286,5.568253,3.307042,2.888275
C02896,B_L15,DIGITAL_CMOS,CMOS_B,0.56667,0.581773,0.075485,0.078768,48.252663,48.297608,5.607634,5.642978,3.041195,3.02272,3.052474,3.084266,0.622194,0.091768,50.037617,5.777914,3.05165,3.115587
C02897,B_L15,DIGITAL_CMOS,CMOS_B,0.543852,0.549029,0.079571,0.080804,45.577016,45.803908,5.342291,5.460507,3.235367,3.215847,3.175228,3.172589,0.588023,0.086191,47.308246,5.652499,3.276829,3.274758
C02898,B_L15,DIGITAL_CMOS,CMOS_B,0.562525,0.557487,0.066784,0.066232,46.385737,46.272209,5.61053,5.620189,3.277829,3.333668,3.002887,3.143234,0.561504,0.068074,46.59698,5.73961,3.747878,3.819764
C02899,B_L15,DIGITAL_CMOS,CMOS_B,0.567201,0.580813,0.091276,0.093697,46.495631,46.287406,5.220716,5.267242,3.117446,3.123996,3.013658,3.091073,0.607746,0.10164,47.542301,5.462247,3.288047,3.378535
C02900,B_L15,DIGITAL_CMOS,CMOS_B,0.59685,0.597811,0.114923,0.117029,46.606946,46.681061,5.270539,5.273502,3.116816,3.124182,2.876928,2.862357,0.605763,0.118059,46.804312,5.296158,3.130532,2.91922
C02901,B_L15,DIGITAL_CMOS,CMOS_B,0.716607,0.738513,0.080282,0.081611,53.637991,53.894087,5.43194,5.382397,3.422323,3.425529,3.029941,3.041605,0.825743,0.092312,56.46485,5.447763,3.466334,3.111884
C02902,B_L15,DIGITAL_CMOS,CMOS_B,0.547423,0.554423,0.055461,0.05627,47.484806,47.484218,5.534915,5.547154,3.299451,3.316157,3.058,3.090219,0.591824,0.061674,48.215657,5.591862,3.348723,3.157782
C02903,B_L15,DIGITAL_CMOS,CMOS_B,0.566266,0.579273,0.085179,0.089636,46.868232,47.53254,5.544873,5.576509,3.36574,3.321884,2.975996,3.014365,0.614784,0.093791,48.690816,5.671414,3.335144,3.081742
C02904,B_L15,DIGITAL_CMOS,CMOS_B,0.708925,0.712035,0.077281,0.078336,46.192334,46.347486,5.692586,5.676985,3.374564,3.361456,2.898095,2.921281,0.745928,0.08806,47.303668,5.794468,3.392221,2.928443
C02905,B_L15,DIGITAL_CMOS,CMOS_B,0.636606,0.638825,0.07701,0.079318,50.884414,51.369878,5.517149,5.519606,3.465835,3.447843,3.092133,3.129802,0.700191,0.084861,51.510944,5.584025,3.473442,3.222738
C02906,B_L15,DIGITAL_CMOS,CMOS_B,0.671967,0.676441,0.074529,0.075821,46.533255,46.950243,5.647721,5.713554,3.393192,3.407739,3.260053,3.284517,0.697956,0.07633,47.236056,5.843597,3.484541,3.360924
C02907,B_L15,DIGITAL_CMOS,CMOS_B,0.601474,0.593835,0.073345,0.073038,48.882489,48.584976,5.678031,5.667701,3.354558,3.328817,3.341194,3.330184,0.596639,0.074721,48.947766,5.833584,3.424995,3.378011
C02908,B_L15,DIGITAL_CMOS,CMOS_B,0.498735,0.497875,0.086405,0.086471,46.942378,46.711603,5.291949,5.344298,3.067275,3.089629,3.113682,3.141397,0.495833,0.085997,47.169806,5.299692,3.125551,3.162901
C02909,B_L15,DIGITAL_CMOS,CMOS_B,0.472507,0.47717,0.061921,0.06605,47.726181,48.403355,4.967215,5.015737,3.249491,3.263765,2.816821,2.854101,0.509223,0.06925,49.855828,5.035568,3.30935,2.90098
C02910,B_L15,DIGITAL_CMOS,CMOS_B,0.626854,0.626868,0.07144,0.07254,44.16915,44.234206,5.437701,5.458917,3.130857,3.196321,2.915809,2.944891,0.654454,0.073811,44.21775,5.618609,3.176068,3.019361
C02911,B_L15,DIGITAL_CMOS,CMOS_B,0.646611,0.652367,0.085206,0.0875,49.24662,49.401405,5.506343,5.544103,3.09125,3.123945,3.052667,3.035372,0.710523,0.094986,50.592029,6.04579,3.246684,3.238435
C02912,B_L15,DIGITAL_CMOS,CMOS_B,0.672188,0.672714,0.105279,0.106752,44.219589,43.998884,5.303874,5.361269,3.133451,3.175868,2.977941,3.105633,0.674937,0.107419,44.455395,5.606448,3.273675,3.291464
C02913,B_L15,DIGITAL_CMOS,CMOS_B,0.594273,0.604166,0.094365,0.098023,48.100509,48.276184,5.231689,5.204622,3.116841,3.10215,3.113465,3.148616,0.649679,0.105577,49.401234,5.256789,3.154048,3.146806
C02914,B_L15,DIGITAL_CMOS,CMOS_B,0.479508,0.491218,0.082965,0.084314,47.787441,47.912673,5.463211,5.637583,3.351018,3.414137,3.163638,3.182099,0.499688,0.088712,47.932604,5.979206,3.512415,3.332441
C02915,B_L16,DIGITAL_CMOS,CMOS_B,0.658136,0.669239,0.098089,0.098841,46.673087,46.830595,5.228343,5.231555,3.247985,3.259279,2.932369,2.91606,0.68526,0.100612,46.994223,5.326293,3.288379,2.940665
C02916,B_L16,DIGITAL_CMOS,CMOS_B,0.480512,0.480212,0.098399,0.103106,42.784259,43.039477,5.061544,5.042124,3.305453,3.293295,2.953201,2.9486,0.496025,0.108685,43.667649,5.123688,3.373066,2.979917
C02917,B_L16,DIGITAL_CMOS,CMOS_B,0.441853,0.441942,0.058165,0.060236,38.806441,39.250741,5.223151,5.221886,3.309406,3.324618,3.069481,3.111769,0.454737,0.065888,39.665973,5.23846,3.384889,3.156598
C02918,B_L16,DIGITAL_CMOS,CMOS_B,0.804041,0.798322,0.105416,0.105971,48.867336,48.393936,5.113687,5.121962,3.178772,3.17761,2.909317,2.947053,0.8115,0.107531,48.358812,5.293194,3.339362,3.168394
C02919,B_L16,DIGITAL_CMOS,CMOS_B,0.839738,0.815944,0.111677,0.113807,42.572136,42.792743,5.041424,5.098301,3.29571,3.36414,3.000935,3.027024,0.830884,0.113626,42.351855,5.128568,3.309691,3.11153
C02920,B_L16,DIGITAL_CMOS,CMOS_B,0.656636,0.668262,0.090705,0.091395,43.993414,44.076425,5.348195,5.392718,3.181786,3.155871,3.155668,3.166205,0.660285,0.094465,44.4732,5.459411,3.160948,3.217759
C02921,B_L16,DIGITAL_CMOS,CMOS_B,0.617597,0.608094,0.075192,0.078709,45.486512,45.671084,4.587955,4.575552,2.992531,3.027968,2.70468,2.706013,0.640358,0.090079,46.737434,4.634816,3.049791,2.759249
C02922,B_L16,DIGITAL_CMOS,CMOS_B,0.562409,0.555788,0.099148,0.10236,44.478703,44.754269,5.0688,5.119071,3.17944,3.202883,3.081541,3.11876,0.57505,0.108081,45.102752,5.394485,3.355145,3.390168
C02923,B_L16,DIGITAL_CMOS,CMOS_B,0.51937,0.505159,0.098843,0.101901,47.682904,47.567266,5.005656,5.096116,3.105973,3.132096,2.713097,2.766748,0.522995,0.102746,48.002327,5.31303,3.375255,3.028777
C02924,B_L16,DIGITAL_CMOS,CMOS_B,0.702412,0.729181,0.112652,0.118497,44.802919,45.213277,5.215652,5.254938,3.272774,3.27441,3.062163,3.132233,0.736735,0.129236,45.981743,5.562034,3.301252,3.600395
C02925,B_L16,DIGITAL_CMOS,CMOS_B,0.661511,0.668119,0.074445,0.076271,45.237355,44.865568,5.054412,5.130485,3.00425,3.05444,2.717293,2.761204,0.670723,0.078445,45.720666,5.56574,3.307981,3.053345
C02926,B_L16,DIGITAL_CMOS,CMOS_B,0.622469,0.62677,0.084658,0.084618,45.719245,46.18672,5.174629,5.200642,3.414531,3.404784,3.257326,3.277891,0.639389,0.096135,47.43969,5.239127,3.464211,3.285727
C02927,B_L16,DIGITAL_CMOS,CMOS_B,0.631076,0.630971,0.074786,0.079547,47.74261,48.009997,5.151725,5.171748,3.033267,3.080012,2.851688,2.915475,0.646883,0.086673,47.932453,5.280302,3.144119,3.037907
C02928,B_L16,DIGITAL_CMOS,CMOS_B,0.552286,0.567039,0.0617,0.062719,47.221549,47.642527,4.767021,4.768541,3.284213,3.264602,2.868381,2.902369,0.586902,0.06698,48.115449,4.839821,3.341189,2.959596
C02929,B_L16,DIGITAL_CMOS,CMOS_B,0.574214,0.577377,0.073717,0.073306,42.895514,42.776766,5.165556,5.221945,3.177552,3.212994,2.822606,2.822108,0.570426,0.075085,43.174403,5.639195,3.463978,3.115586
C02930,B_L16,DIGITAL_CMOS,CMOS_B,0.586928,0.593811,0.1098,0.110979,46.709846,46.821576,5.054397,5.025068,3.129985,3.171625,2.985843,3.039384,0.612343,0.11453,48.270916,5.082983,3.177708,3.043878
C02931,B_L16,DIGITAL_CMOS,CMOS_B,0.479936,0.487767,0.054428,0.056282,45.812594,45.961307,4.871645,4.863744,3.02665,3.022324,2.908491,2.886736,0.48233,0.059633,46.375746,4.914197,3.058396,2.904991
C02932,B_L16,DIGITAL_CMOS,CMOS_B,0.584507,0.597482,0.07175,0.07389,50.609787,50.488807,5.089808,5.216056,3.264295,3.308327,2.962916,2.992123,0.635157,0.080471,52.107423,5.350561,3.395317,3.126747
C02933,B_L16,DIGITAL_CMOS,CMOS_B,0.860446,0.851198,0.139635,0.137309,45.668847,45.698387,5.260686,5.361269,3.272911,3.331222,3.095886,3.156768,0.876904,0.142554,46.043736,5.575824,3.561482,3.337239
C02934,B_L16,DIGITAL_CMOS,CMOS_B,0.493367,0.494889,0.069046,0.070335,45.913907,46.342283,5.334345,5.380335,3.344359,3.363382,3.329488,3.366364,0.51852,0.076818,46.927832,5.72636,3.580934,3.618307
C02935,B_L16,DIGITAL_CMOS,CMOS_B,0.630892,0.63431,0.11091,0.112423,46.927035,47.258107,5.166112,5.182986,3.232179,3.291238,3.102893,3.156481,0.662551,0.120873,47.072281,5.346827,3.356127,3.333698
C02936,B_L16,DIGITAL_CMOS,CMOS_B,0.797398,0.794378,0.089951,0.09323,42.954706,43.651216,5.265986,5.269413,3.507032,3.517152,3.302099,3.321954,0.836046,0.103714,43.95762,5.29905,3.587196,3.358199
C02937,B_L16,DIGITAL_CMOS,CMOS_B,0.600588,0.607266,0.122901,0.122236,47.895393,47.746976,5.27254,5.330024,3.466131,3.479922,3.071592,3.095308,0.605669,0.128016,48.031289,5.358308,3.481296,3.116262
C02938,B_L16,DIGITAL_CMOS,CMOS_B,0.573212,0.566966,0.081715,0.085808,43.097992,43.380852,4.913356,4.972147,3.396946,3.397458,3.136393,3.122621,0.585059,0.096987,44.706061,4.957158,3.413946,3.131791
C02939,B_L16,DIGITAL_CMOS,CMOS_B,0.833148,0.841827,0.078705,0.083695,46.443497,46.385098,5.172162,5.216575,3.341489,3.357277,3.07556,3.089364,0.884682,0.088593,47.110681,5.436737,3.67636,3.390337
C02940,B_L16,DIGITAL_CMOS,CMOS_B,0.435945,0.436379,0.055405,0.055913,41.888877,41.980875,5.320627,5.304849,3.415849,3.417775,3.012361,3.032669,0.424433,0.056275,42.072815,5.342493,3.439863,3.087334
C02941,B_L16,DIGITAL_CMOS,CMOS_B,0.640159,0.668235,0.143715,0.147708,50.671645,51.533842,5.082766,5.121897,3.260319,3.340896,3.087467,3.286666,0.784407,0.159257,51.711636,5.498987,3.401429,3.912246
C02942,B_L16,DIGITAL_CMOS,CMOS_B,0.532852,0.533054,0.107025,0.111235,51.520462,51.750507,5.344603,5.310738,3.357107,3.376738,3.151214,3.144592,0.550487,0.121042,51.90163,5.359288,3.339542,3.140964
C02943,B_L16,DIGITAL_CMOS,CMOS_B,0.517323,0.518575,0.065893,0.067693,47.692101,47.895699,5.251332,5.344511,3.209451,3.250957,2.94388,3.040448,0.527379,0.071883,48.839677,5.513774,3.382644,3.154368
C02944,B_L16,DIGITAL_CMOS,CMOS_B,0.628187,0.628061,0.058892,0.060057,41.720035,41.810887,4.928292,4.982846,3.120283,3.18148,2.990227,3.135488,0.65139,0.09123,49.177848,5.171228,3.323472,3.501846
C02945,B_L16,DIGITAL_CMOS,CMOS_B,0.708867,0.716048,0.073902,0.075794,51.279905,51.293929,5.105468,5.125289,3.623264,3.655073,3.160896,3.239483,0.746263,0.078449,52.522186,5.326262,3.783753,3.407166
C02946,B_L16,DIGITAL_CMOS,CMOS_B,0.594979,0.60047,0.073507,0.073955,46.083764,46.116669,5.146995,5.216248,3.341646,3.358939,3.086374,3.111284,0.613818,0.075638,46.574436,5.367826,3.478271,3.346496
C02947,B_L16,DIGITAL_CMOS,CMOS_B,0.807991,0.849612,0.095864,0.098644,46.122669,46.504568,4.876214,4.887086,3.236127,3.21251,2.950746,2.953079,0.852475,0.108146,47.074108,4.951452,3.22772,2.999104
C02948,B_L16,DIGITAL_CMOS,CMOS_B,0.652594,0.656759,0.096605,0.098591,41.319665,41.66126,4.915354,4.928571,3.198209,3.25932,3.002092,3.034349,0.66474,0.098134,41.396468,5.150664,3.466797,3.306444
C02949,B_L16,DIGITAL_CMOS,CMOS_B,0.454806,0.440555,0.088585,0.088764,47.656446,47.398874,4.911293,4.9235,3.186174,3.184588,2.9318,2.944652,0.458152,0.093059,47.794696,5.065708,3.374785,3.182945
C02950,B_L16,DIGITAL_CMOS,CMOS_B,0.687058,0.68328,0.07303,0.074492,42.291275,42.190628,4.543591,4.530642,2.977196,2.962065,2.684341,2.702323,0.71383,0.082399,43.054539,4.551063,2.975453,2.739757
C02951,B_L16,DIGITAL_CMOS,CMOS_B,0.797657,0.810839,0.070624,0.070655,49.126924,49.035029,5.160269,5.238422,3.327101,3.343725,3.048439,3.045067,0.824538,0.0722,48.994236,5.561221,3.571266,3.328741
C02952,B_L16,DIGITAL_CMOS,CMOS_B,0.599314,0.591762,0.118922,0.119727,43.947099,43.897232,5.320765,5.358102,3.314531,3.385647,3.19322,3.258124,0.598082,0.122373,43.862111,5.467982,3.502957,3.400924
C02953,B_L16,DIGITAL_CMOS,CMOS_B,0.552949,0.562301,0.097295,0.098353,44.944478,44.797749,4.821795,4.865811,3.227445,3.232721,2.859882,2.864485,0.589029,0.10908,45.973048,4.891013,3.248572,2.919691
