component_id,lot_id_A,device_variant_A,disposition_A,risk_A,driving_parameter_A,n_params_flagged_A,confidence_A,reason_code_A,reason_text_A,disposition_B,risk_B,driving_parameter_B,driving_headroom_frac,n_params_flagged_B,confidence_B,extrapolation_flag,reason_code_B,reason_text_B,final_decision
C0594,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,12,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.1641,Output_Rise_Time_ns,0.8359,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0595,L012,CMOS_B,PASS,0.1639123505023599,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0493,Supply_Current_ICC_uA,0.9507,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0596,L012,CMOS_B,PASS,0.1472654850751844,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1136,Supply_Current_ICC_uA,0.8864,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0597,L012,CMOS_B,PASS,0.2005358745666449,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0152,IDDQ_uA,0.9848,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0598,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.1368,Propagation_Delay_ns,0.8632,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0599,L012,CMOS_B,PASS,0.168607992519731,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0418,Supply_Current_ICC_uA,0.9582,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0600,L012,CMOS_B,PASS,0.1627906269112688,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0347,Output_Rise_Time_ns,0.9653,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0601,L012,CMOS_B,PASS,0.1954068022508925,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0929,Propagation_Delay_ns,0.9071,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0602,L012,CMOS_B,PASS,0.1952543455083847,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0256,Output_Fall_Time_ns,0.9744,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0603,L012,CMOS_B,PASS,0.1458667198642213,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0872,Supply_Current_ICC_uA,0.9128,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0604,L012,CMOS_B,PASS,0.2249341179846104,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0345,Propagation_Delay_ns,0.9655,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0605,L012,CMOS_B,PASS,0.2334315914705572,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0381,Propagation_Delay_ns,0.9619,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0606,L012,CMOS_B,PASS,0.1604044327194705,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1532,Propagation_Delay_ns,0.8468,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0607,L012,CMOS_B,REJECT,1.0,IDDQ_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0155,IDDQ_uA,0.9845,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0608,L012,CMOS_B,PASS,0.1408546859662167,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0358,Propagation_Delay_ns,0.9642,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0609,L012,CMOS_B,PASS,0.1660712454231884,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0895,Propagation_Delay_ns,0.9105,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0610,L012,CMOS_B,PASS,0.2476794237893192,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1771,Propagation_Delay_ns,0.8229,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0611,L012,CMOS_B,PASS,0.2508719966804214,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0178,Supply_Current_ICC_uA,0.9822,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0612,L012,CMOS_B,PASS,0.1570137324665129,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0538,Output_Rise_Time_ns,0.9462,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0613,L012,CMOS_B,PASS,0.1908369726070834,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1557,Propagation_Delay_ns,0.8443,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0614,L012,CMOS_B,PASS,0.229164330328193,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1467,Supply_Current_ICC_uA,0.8533,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0615,L012,CMOS_B,PASS,0.2291204797766744,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0475,Propagation_Delay_ns,0.9525,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0616,L012,CMOS_B,PASS,0.1781949463990356,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1392,Supply_Current_ICC_uA,0.8608,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0617,L012,CMOS_B,PASS,0.162074195424128,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0349,Output_Fall_Time_ns,0.9651,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0618,L012,CMOS_B,PASS,0.1709169896807104,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1346,Supply_Current_ICC_uA,0.8654,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0619,L012,CMOS_B,PASS,0.2713348178035449,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.09,Supply_Current_ICC_uA,0.91,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0620,L012,CMOS_B,PASS,0.2004139839722145,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1364,Output_Rise_Time_ns,0.8636,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0621,L012,CMOS_B,PASS,0.2406629830327757,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.014,Supply_Current_ICC_uA,0.986,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0622,L012,CMOS_B,PASS,0.2048345885621527,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1592,Propagation_Delay_ns,0.8408,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0623,L012,CMOS_B,PASS,0.1626384781725516,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0683,Supply_Current_ICC_uA,0.9317,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0624,L012,CMOS_B,PASS,0.1751280251678683,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0448,Output_Fall_Time_ns,0.9552,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0625,L012,CMOS_B,PASS,0.1827379726802511,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.083,Propagation_Delay_ns,0.917,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0626,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,13,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.15,Supply_Current_ICC_uA,0.85,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0627,L012,CMOS_B,PASS,0.1208673917357812,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0825,Output_Rise_Time_ns,0.9175,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0843,L017,CMOS_C,PASS,0.1625357946988676,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1826,Supply_Current_ICC_uA,0.8174,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0844,L017,CMOS_C,PASS,0.206204286438226,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0474,Supply_Current_ICC_uA,0.9526,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0845,L017,CMOS_C,MONITOR,0.3021758162030483,Input_Leakage_168h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.1283,Supply_Current_ICC_uA,0.8717,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,MONITOR
C0846,L017,CMOS_C,PASS,0.2064112842161461,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1476,Propagation_Delay_ns,0.8524,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0847,L017,CMOS_C,PASS,0.185939246051158,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0662,Propagation_Delay_ns,0.9338,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0848,L017,CMOS_C,PASS,0.242131182697806,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1154,Supply_Current_ICC_uA,0.8846,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0849,L017,CMOS_C,PASS,0.2024112030644032,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1346,Propagation_Delay_ns,0.8654,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0850,L017,CMOS_C,PASS,0.1621858694075854,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1185,Propagation_Delay_ns,0.8815,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0851,L017,CMOS_C,PASS,0.2588600166300675,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2182,Propagation_Delay_ns,0.7818,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0852,L017,CMOS_C,PASS,0.2926034702284084,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2155,Supply_Current_ICC_uA,0.7845,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0853,L017,CMOS_C,PASS,0.2557932949329474,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0408,Output_Fall_Time_ns,0.9592,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0854,L017,CMOS_C,PASS,0.2632388435946459,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1136,Propagation_Delay_ns,0.8864,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0855,L017,CMOS_C,PASS,0.1954312020851322,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0558,Output_Fall_Time_ns,0.9442,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0856,L017,CMOS_C,PASS,0.1780837202995667,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0468,Propagation_Delay_ns,0.9532,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0857,L017,CMOS_C,PASS,0.2352176966107946,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1138,Supply_Current_ICC_uA,0.8862,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0858,L017,CMOS_C,PASS,0.244450095710098,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1329,Supply_Current_ICC_uA,0.8671,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0859,L017,CMOS_C,PASS,0.189231818360053,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0688,Output_Rise_Time_ns,0.9312,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0860,L017,CMOS_C,PASS,0.1729216243023149,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0806,Propagation_Delay_ns,0.9194,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0861,L017,CMOS_C,PASS,0.1514650909970443,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0682,Supply_Current_ICC_uA,0.9318,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0862,L017,CMOS_C,PASS,0.2498988975499058,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0417,Propagation_Delay_ns,0.9583,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0863,L017,CMOS_C,PASS,0.2841843310889679,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1679,Propagation_Delay_ns,0.8321,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0864,L017,CMOS_C,PASS,0.1821976629535546,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0827,Supply_Current_ICC_uA,0.9173,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0865,L017,CMOS_C,PASS,0.1825494509611055,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1137,Propagation_Delay_ns,0.8863,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0866,L017,CMOS_C,MONITOR,0.315265905620813,IDDQ_0h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.2398,Supply_Current_ICC_uA,0.7602,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,MONITOR
C0867,L017,CMOS_C,REJECT,0.3685660511521081,Output_Fall_Time_0h,4,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.1995,Propagation_Delay_ns,0.8005,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0868,L017,CMOS_C,PASS,0.1887722185405655,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1677,Supply_Current_ICC_uA,0.8323,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0869,L017,CMOS_C,PASS,0.1441112973722139,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0549,Propagation_Delay_ns,0.9451,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0870,L017,CMOS_C,PASS,0.2577994718282178,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2384,Propagation_Delay_ns,0.7616,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0871,L017,CMOS_C,PASS,0.2351162540042482,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0081,Output_Rise_Time_ns,0.9919,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0872,L017,CMOS_C,PASS,0.1260709238350549,IDDQ_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0274,Propagation_Delay_ns,0.9726,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0873,L017,CMOS_C,PASS,0.1687291825102491,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1808,Supply_Current_ICC_uA,0.8192,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0874,L017,CMOS_C,PASS,0.2206247279813627,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0784,Propagation_Delay_ns,0.9216,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0875,L017,CMOS_C,PASS,0.1497248976885015,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0476,Output_Fall_Time_ns,0.9524,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0876,L017,CMOS_C,PASS,0.1220362938683516,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1081,Supply_Current_ICC_uA,0.8919,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0877,L017,CMOS_C,PASS,0.2729502822068581,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0499,Supply_Current_ICC_uA,0.9501,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0878,L017,CMOS_C,PASS,0.2504314516342274,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1468,Propagation_Delay_ns,0.8532,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0879,L017,CMOS_C,MONITOR,0.3460629097980625,Output_Fall_Time_0h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.0027,Propagation_Delay_ns,1.147,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Propagation_Delay_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0880,L017,CMOS_C,REJECT,1.0,Output_Rise_Time_168h,8,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0543,Supply_Current_ICC_uA,0.9457,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0881,L017,CMOS_C,PASS,0.1648841762897959,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0883,Supply_Current_ICC_uA,0.9117,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0882,L017,CMOS_C,PASS,0.1730983058367539,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0812,Propagation_Delay_ns,0.9188,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0883,L017,CMOS_C,PASS,0.1542837611590978,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0728,Supply_Current_ICC_uA,0.9272,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0884,L017,CMOS_C,PASS,0.1675150217597444,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0213,Output_Rise_Time_ns,0.9787,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0885,L017,CMOS_C,PASS,0.2174651241760753,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0902,Supply_Current_ICC_uA,0.9098,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0886,L017,CMOS_C,PASS,0.228407421567428,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0688,Propagation_Delay_ns,0.9312,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0887,L018,CMOS_C,PASS,0.1060134166706094,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0899,Supply_Current_ICC_uA,0.9101,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0888,L018,CMOS_C,PASS,0.1624936896559628,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0873,Supply_Current_ICC_uA,0.9127,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0889,L018,CMOS_C,PASS,0.1535885309503953,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0209,Output_Rise_Time_ns,0.9791,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0890,L018,CMOS_C,MONITOR,0.3083107036795908,Output_Rise_Time_0h,1,MEDIUM,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,PASS,0.1019,Supply_Current_ICC_uA,0.8981,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,MONITOR
C0891,L018,CMOS_C,PASS,0.1811154317620653,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0252,Propagation_Delay_ns,0.9748,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0892,L018,CMOS_C,PASS,0.2471009240443774,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0432,Supply_Current_ICC_uA,0.9568,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0893,L018,CMOS_C,PASS,0.2074104292545985,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0101,Output_Fall_Time_ns,0.9899,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0894,L018,CMOS_C,PASS,0.1765406248716993,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.001,Input_Leakage_Current_uA,0.999,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0895,L018,CMOS_C,PASS,0.150140880923037,Output_Rise_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0517,Propagation_Delay_ns,0.9483,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0896,L018,CMOS_C,PASS,0.2527444132865858,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0757,Supply_Current_ICC_uA,0.9243,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0897,L018,CMOS_C,PASS,0.2663327401876331,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0779,Supply_Current_ICC_uA,0.9221,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0898,L018,CMOS_C,PASS,0.2066483283381938,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.107,Supply_Current_ICC_uA,0.893,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0899,L018,CMOS_C,PASS,0.1806462207989515,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0424,Propagation_Delay_ns,0.9576,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0900,L018,CMOS_C,PASS,0.2077799443238538,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.04,Supply_Current_ICC_uA,0.96,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
