component_id,lot_id,device_variant,final_decision,module_A_decision,module_A_risk,module_A_reason_code,module_A_reason,module_B_decision,module_B_risk,module_B_reason_code,module_B_reason,driving_parameter,unit,value_0h,value_24h,predicted_168h,prediction_lower,prediction_upper,spec_limit,limit_direction,headroom_abs,headroom_frac,confidence_A,confidence_B,extrapolation_flag,explanation
C0541,L011,CMOS_B,PASS,PASS,0.1307103001172523,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0413,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,4.86453,4.91382,5.02349,,,8.5,UPPER,3.47651,0.9587,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0542,L011,CMOS_B,PASS,PASS,0.2362983077199029,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1092,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.13871,5.14557,5.26968,,,8.5,UPPER,3.23032,0.8908,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0543,L011,CMOS_B,PASS,PASS,0.1975370718720681,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1291,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.22852,5.20874,5.34179,,,8.5,UPPER,3.15821,0.8709,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0544,L011,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.1496,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.0613,5.37763,5.41642,,,8.5,UPPER,3.08358,0.8504,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0545,L011,CMOS_B,PASS,PASS,0.1859698164307673,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1107,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,209.935,213.336,218.9091,,,400.0,UPPER,181.0909,0.8893,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0546,L011,CMOS_B,PASS,PASS,0.1238020931904374,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0778,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.03016,5.03214,5.15607,,,8.5,UPPER,3.34393,0.9222,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0547,L011,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0793,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.08695,5.01673,5.16132,,,8.5,UPPER,3.33868,0.9207,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0548,L011,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,MONITOR,0.9814,B_MARGIN_LOW,Predicted 168 h Output_Fall_Time_ns leaves only 1.9% of the headroom between the lot baseline and the 8.0 ns limit.,Output_Fall_Time_ns,ns,7.39742,7.60842,7.91498,,,8.0,UPPER,0.08502,0.0186,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: Predicted 168 h Output_Fall_Time_ns leaves only 1.9% of the headroom between the lot baseline and the 8.0 ns limit.
C0549,L011,CMOS_B,PASS,PASS,0.1508211432994084,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0614,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.76847,3.87925,3.97428,,,8.0,UPPER,4.02572,0.9386,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0550,L011,CMOS_B,PASS,PASS,0.1731116215448461,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0604,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,201.181,202.59,208.67642,,,400.0,UPPER,191.32358,0.9396,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0551,L011,CMOS_B,PASS,PASS,0.1715010928671547,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0486,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,3.5683,3.53061,3.6447,,,8.0,UPPER,4.3553,0.9514,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0552,L011,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0833,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,1.90648,2.20671,3.32485,,,20.0,UPPER,16.67515,0.9167,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0553,L011,CMOS_B,PASS,PASS,0.2222829153151936,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1911,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,230.023,227.6,235.28935,,,400.0,UPPER,164.71065,0.8089,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0554,L011,CMOS_B,PASS,PASS,0.199367502952405,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0919,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.06836,5.08726,5.20712,,,8.5,UPPER,3.29288,0.9081,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0555,L011,CMOS_B,PASS,PASS,0.2071048188562193,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0882,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.96175,3.99157,4.08935,,,8.0,UPPER,3.91065,0.9118,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0556,L011,CMOS_B,PASS,PASS,0.2217329433798297,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0099,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.06436,0.06092,0.06399,,,1.0,UPPER,0.93601,0.9901,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0557,L011,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0998,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,205.357,212.308,216.69598,,,400.0,UPPER,183.30402,0.9002,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0558,L011,CMOS_B,PASS,PASS,0.2375148126080812,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1996,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,227.719,231.246,237.01721,,,400.0,UPPER,162.98279,0.8004,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0559,L011,CMOS_B,MONITOR,MONITOR,0.3070889669425862,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,PASS,0.0264,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,194.729,195.568,201.74806,,,400.0,UPPER,198.25194,0.9736,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Temporal change is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0560,L011,CMOS_B,PASS,PASS,0.2450277223857671,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.05,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.7554,3.8313,3.92515,,,8.0,UPPER,4.07485,0.95,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0561,L011,CMOS_B,PASS,PASS,0.1726546734479804,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1082,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.14346,5.13893,5.2663,,,8.5,UPPER,3.2337,0.8918,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0562,L011,CMOS_B,PASS,PASS,0.2238112127087315,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.146,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.28082,5.27282,5.40326,,,8.5,UPPER,3.09674,0.854,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0563,L011,CMOS_B,PASS,PASS,0.2030527173853786,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1176,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,214.157,213.365,220.32301,,,400.0,UPPER,179.67699,0.8824,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0564,L011,CMOS_B,PASS,PASS,0.1226726341506062,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1058,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,210.019,211.854,217.9242,,,400.0,UPPER,182.0758,0.8942,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0565,L011,CMOS_B,PASS,PASS,0.122006860929213,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0364,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,4.84677,4.8962,5.00568,,,8.5,UPPER,3.49432,0.9636,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0566,L011,CMOS_B,PASS,PASS,0.2009125421089097,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.134,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.18717,5.25101,5.35957,,,8.5,UPPER,3.14043,0.866,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0567,L011,CMOS_B,MONITOR,MONITOR,0.3046837568670139,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.0849,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.0456,5.06123,5.18169,,,8.5,UPPER,3.31831,0.9151,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0568,L011,CMOS_B,PASS,PASS,0.1551597273700046,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0756,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,205.041,205.252,211.76951,,,400.0,UPPER,188.23049,0.9244,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0569,L011,CMOS_B,PASS,PASS,0.1480073766876549,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0897,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,209.523,207.286,214.63913,,,400.0,UPPER,185.36087,0.9103,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0570,L011,CMOS_B,PASS,PASS,0.2308717075560711,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0845,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,205.332,207.768,213.58503,,,400.0,UPPER,186.41497,0.9155,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0571,L011,CMOS_B,PASS,PASS,0.2210142806578716,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0197,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,4.82331,4.82388,4.94521,,,8.5,UPPER,3.55479,0.9803,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0572,L011,CMOS_B,PASS,PASS,0.2490148598802093,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1302,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.14489,5.24885,5.3458,,,8.5,UPPER,3.1542,0.8698,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0573,L011,CMOS_B,PASS,PASS,0.1994776970704641,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1846,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,227.131,227.053,233.95958,,,400.0,UPPER,166.04042,0.8154,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0574,L011,CMOS_B,PASS,PASS,0.1530330724622096,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1196,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,215.662,213.23,220.72796,,,400.0,UPPER,179.27204,0.8804,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0575,L011,CMOS_B,PASS,PASS,0.2479532723845854,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0653,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,200.292,204.47,209.66825,,,400.0,UPPER,190.33175,0.9347,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0576,L011,CMOS_B,PASS,PASS,0.2742590726965653,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2036,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.42688,5.50611,5.612,,,8.5,UPPER,2.888,0.7964,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0577,L011,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0136,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.65522,3.67925,3.76938,,,8.0,UPPER,4.23062,0.9864,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0578,L011,CMOS_B,PASS,PASS,0.2012737677483209,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0152,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,3.4183,3.38047,3.49184,,,8.0,UPPER,4.50816,0.9848,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0579,L011,CMOS_B,PASS,PASS,0.1689278713739064,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1511,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.27419,5.30173,5.42165,,,8.5,UPPER,3.07835,0.8489,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0580,L011,CMOS_B,PASS,PASS,0.2148750118383287,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0176,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,1.96727,1.97778,2.12855,,,20.0,UPPER,17.87145,0.9824,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0581,L011,CMOS_B,REJECT,REJECT,0.3436512250117448,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.2263,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.59561,5.54548,5.69424,,,8.5,UPPER,2.80576,0.7737,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0582,L011,CMOS_B,PASS,PASS,0.216611575964686,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0806,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,205.908,206.316,212.78282,,,400.0,UPPER,187.21718,0.9194,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0583,L011,CMOS_B,PASS,PASS,0.1938401787899067,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0507,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,198.821,200.829,206.6942,,,400.0,UPPER,193.3058,0.9493,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0584,L012,CMOS_B,PASS,PASS,0.174964543757829,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1381,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,210.224,208.98,215.29199,,,400.0,UPPER,184.70801,0.8619,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0585,L012,CMOS_B,PASS,PASS,0.1966158746312606,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1175,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.37173,5.38342,5.50114,,,8.5,UPPER,2.99886,0.8825,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0586,L012,CMOS_B,PASS,PASS,0.135598095136285,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0637,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.97035,3.97136,4.06864,,,8.0,UPPER,3.93136,0.9363,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0587,L012,CMOS_B,PASS,PASS,0.2243840981561406,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.122,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,4.21343,4.21004,4.31317,,,8.0,UPPER,3.68683,0.878,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0588,L012,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.197,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.52565,5.70458,5.77131,,,8.5,UPPER,2.72869,0.803,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0589,L012,CMOS_B,PASS,PASS,0.2913145307780211,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2033,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.65993,5.67156,5.79263,,,8.5,UPPER,2.70737,0.7967,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0590,L012,CMOS_B,PASS,PASS,0.1387474244038967,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1072,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,4.08072,4.14931,4.25095,,,8.0,UPPER,3.74905,0.8928,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0591,L012,CMOS_B,PASS,PASS,0.2292488535082189,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1463,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.49136,5.46938,5.599,,,8.5,UPPER,2.901,0.8537,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0592,L012,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.087,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.03341,5.37138,5.39732,,,8.5,UPPER,3.10268,0.913,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0593,L012,CMOS_B,PASS,PASS,0.2899118585962291,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2208,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.7708,5.70312,5.8521,,,8.5,UPPER,2.6479,0.7792,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0594,L012,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.1641,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,4.27357,4.38287,4.49023,,,8.0,UPPER,3.50977,0.8359,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0595,L012,CMOS_B,PASS,PASS,0.1639123505023599,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0493,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,190.082,190.748,196.2545,,,400.0,UPPER,203.7455,0.9507,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0596,L012,CMOS_B,PASS,PASS,0.1472654850751844,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1136,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,201.125,205.636,210.03563,,,400.0,UPPER,189.96437,0.8864,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0597,L012,CMOS_B,PASS,PASS,0.2005358745666449,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0152,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,2.16774,2.17797,2.25005,,,20.0,UPPER,17.74995,0.9848,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0598,L012,CMOS_B,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.1368,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.00061,5.61288,5.56659,,,8.5,UPPER,2.93341,0.8632,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0599,L012,CMOS_B,PASS,PASS,0.168607992519731,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0418,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,186.343,190.189,194.65337,,,400.0,UPPER,205.34663,0.9582,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0600,L012,CMOS_B,PASS,PASS,0.1627906269112688,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0347,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,3.81435,3.85253,3.9469,,,8.0,UPPER,4.0531,0.9653,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0601,L012,CMOS_B,PASS,PASS,0.1954068022508925,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0929,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.35111,5.27305,5.41747,,,8.5,UPPER,3.08253,0.9071,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0602,L012,CMOS_B,PASS,PASS,0.1952543455083847,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0256,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,3.44455,3.46317,3.55802,,,8.0,UPPER,4.44198,0.9744,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0603,L012,CMOS_B,PASS,PASS,0.1458667198642213,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0872,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,199.015,198.386,204.39119,,,400.0,UPPER,195.60881,0.9128,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0604,L012,CMOS_B,PASS,PASS,0.2249341179846104,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0345,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.17859,5.06931,5.21916,,,8.5,UPPER,3.28084,0.9655,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0605,L012,CMOS_B,PASS,PASS,0.2334315914705572,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0381,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.07581,5.12801,5.23125,,,8.5,UPPER,3.26875,0.9619,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0606,L012,CMOS_B,PASS,PASS,0.1604044327194705,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1532,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.47194,5.51272,5.62255,,,8.5,UPPER,2.87745,0.8468,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
