component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h,is_anomalous
C02742,B_L13,DIGITAL_CMOS,CMOS_B,0.57684,0.573082,0.583757,0.585225,0.066011,0.067263,0.06932,0.068493,51.49427,52.219512,51.99096,52.87201,5.70821,5.728427,5.771927,5.817264,3.453192,3.445942,3.5965,3.698467,3.112072,3.12646,3.156466,3.209371,0
C02743,B_L13,DIGITAL_CMOS,CMOS_B,0.43653,0.44528,0.453956,0.474812,0.054907,0.055636,0.057154,0.059625,45.174056,45.446062,46.460919,46.74677,5.093414,5.135724,5.115302,5.147173,2.913511,2.931473,2.910228,2.937803,2.836714,2.850294,2.821556,2.851075,0
C02744,B_L13,DIGITAL_CMOS,CMOS_B,0.676635,0.68501,0.718376,0.723495,0.067759,0.068601,0.071085,0.072136,53.95534,54.475054,55.616665,55.960252,5.313551,5.339461,5.428051,5.440605,3.183318,3.259863,3.292507,3.338253,3.024904,3.002687,3.057369,3.084646,0
C02745,B_L13,DIGITAL_CMOS,CMOS_B,0.53313,0.543253,0.564314,0.566593,0.086384,0.087104,0.088613,0.092039,51.430802,52.747703,53.382506,53.2765,5.751492,5.769263,5.809334,5.859794,3.412055,3.396986,3.455016,3.503177,3.102003,3.104412,3.127415,3.180724,0
C02746,B_L13,DIGITAL_CMOS,CMOS_B,0.564858,0.567826,0.562947,0.560368,0.075344,0.07565,0.07715,0.076504,48.393972,48.077682,48.738678,48.826967,5.437517,5.455172,5.547236,5.597687,3.201292,3.259877,3.291511,3.352891,3.102202,3.086985,3.118567,3.172393,0
C02747,B_L13,DIGITAL_CMOS,CMOS_B,0.568877,0.573317,0.572335,0.555642,0.097793,0.098872,0.098228,0.100258,47.566997,47.525404,48.45126,48.366606,5.278391,5.27733,5.320231,5.296739,3.104316,3.078406,3.125121,3.12497,2.940185,2.955519,2.944021,2.957491,0
C02748,B_L13,DIGITAL_CMOS,CMOS_B,0.648777,0.648622,0.655484,0.67152,0.081156,0.080325,0.081648,0.082577,50.229422,49.98791,50.295147,50.593533,5.368383,5.441594,5.53971,5.598435,3.002475,3.026944,3.106031,3.159506,2.999824,2.989258,3.014658,3.076133,0
C02749,B_L13,DIGITAL_CMOS,CMOS_B,0.694533,0.715618,0.727107,0.725561,0.101639,0.104039,0.109669,0.114486,50.595662,51.718633,52.55228,52.801201,5.832069,5.789378,5.846005,5.863158,3.308267,3.355485,3.33225,3.341933,3.014972,3.001413,3.030661,3.007571,0
C02750,B_L13,DIGITAL_CMOS,CMOS_B,0.449191,0.447975,0.458321,0.45662,0.072422,0.073602,0.074124,0.07534,48.163891,48.627705,49.521135,49.07216,5.633494,5.693917,5.759067,5.810895,3.209943,3.208985,3.255003,3.264692,3.066845,3.061006,3.059829,3.132555,0
C02751,B_L13,DIGITAL_CMOS,CMOS_B,0.418679,0.417076,0.438235,0.450412,0.0804,0.081525,0.083976,0.086972,52.513885,52.908487,53.624609,55.996254,5.183969,5.184294,5.248105,5.254006,3.316954,3.368127,3.349857,3.413677,3.155981,3.156367,3.205305,3.179781,0
C02752,B_L13,DIGITAL_CMOS,CMOS_B,0.598944,0.591246,0.597264,0.62024,0.061711,0.062894,0.06271,0.064476,55.318005,55.919087,55.820764,56.073008,5.109987,5.152236,5.172019,5.178986,3.100516,3.13653,3.211253,3.276902,2.916803,2.919597,2.951722,3.000074,0
C02753,B_L13,DIGITAL_CMOS,CMOS_B,0.704623,0.712535,0.708656,0.706499,0.055071,0.056706,0.057203,0.057283,52.161127,51.303879,52.11974,53.235995,5.456585,5.405098,5.445167,5.475586,3.29032,3.288207,3.327504,3.318309,2.845201,2.827179,2.844086,2.869028,0
C02754,B_L13,DIGITAL_CMOS,CMOS_B,0.698064,0.69691,0.718508,0.711843,0.056729,0.057513,0.057772,0.058534,49.419988,49.139623,49.810373,49.893881,5.120199,5.15695,5.183063,5.201165,3.059627,3.059901,3.140033,3.167232,2.979725,2.972176,2.98902,2.969245,0
C02755,B_L13,DIGITAL_CMOS,CMOS_B,0.57048,0.569031,0.572432,0.566755,0.067182,0.067637,0.068768,0.06934,53.417755,53.299827,53.22,53.243762,5.39971,5.458648,5.476532,5.476059,3.261065,3.284918,3.349951,3.36843,3.023696,3.054513,3.070709,3.095164,0
C02756,B_L13,DIGITAL_CMOS,CMOS_B,0.618999,0.627953,0.624007,0.628645,0.099262,0.100189,0.101206,0.103775,51.893306,52.449044,51.743058,51.864831,5.421291,5.451268,5.536477,5.57326,3.241081,3.25745,3.285259,3.311975,2.949002,2.935523,2.978507,2.993168,0
C02757,B_L13,DIGITAL_CMOS,CMOS_B,0.496198,0.517603,0.52772,0.540814,0.070543,0.073286,0.075997,0.075744,48.532641,49.134013,50.192069,50.697313,5.116761,5.109778,5.115295,5.108872,2.963886,2.96498,2.990208,3.017359,2.898751,2.911037,2.926426,2.922586,0
C02758,B_L13,DIGITAL_CMOS,CMOS_B,0.473847,0.462164,0.4689,0.474684,0.062006,0.063043,0.062862,0.063051,51.773568,51.575885,52.143586,52.283724,5.347886,5.413956,5.498977,5.521473,3.132387,3.151273,3.203651,3.289648,3.053184,3.035044,3.100428,3.112463,0
C02759,B_L13,DIGITAL_CMOS,CMOS_B,0.552662,0.554337,0.581946,0.579763,0.103987,0.106226,0.108739,0.111074,53.380529,54.218948,54.574617,55.547025,5.091178,5.132348,5.193287,5.306047,3.079685,3.113762,3.205918,3.239884,2.764772,2.766975,2.825356,2.875909,0
C02760,B_L13,DIGITAL_CMOS,CMOS_B,0.860845,0.851789,0.869504,0.874711,0.117338,0.120144,0.121827,0.125547,53.201625,54.329192,54.647549,55.468664,5.279011,5.305995,5.338221,5.41323,3.120007,3.179659,3.193748,3.218481,2.752016,2.760172,2.796346,2.81767,0
C02761,B_L13,DIGITAL_CMOS,CMOS_B,0.543069,0.543239,0.540367,0.565272,0.052333,0.05565,0.057784,0.058337,51.606603,52.671012,53.418074,53.813511,5.440204,5.455287,5.468886,5.475068,3.177386,3.132412,3.195654,3.214044,3.074313,3.0555,3.058275,3.036243,0
C02762,B_L13,DIGITAL_CMOS,CMOS_B,0.425578,0.434671,0.430307,0.426912,0.082541,0.082849,0.083843,0.083849,51.916356,52.26396,51.982808,52.315009,5.508162,5.55424,5.691125,5.779216,3.244493,3.27301,3.375445,3.456585,3.238484,3.232995,3.298229,3.3333,0
C02763,B_L13,DIGITAL_CMOS,CMOS_B,0.524994,0.538412,0.555715,0.576594,0.064664,0.065819,0.067039,0.069333,46.753845,47.008767,48.12695,49.321229,5.186049,5.218341,5.249161,5.295716,3.319086,3.283979,3.380158,3.414689,3.065105,3.131291,3.166476,3.211904,0
C02764,B_L13,DIGITAL_CMOS,CMOS_B,0.749168,0.763626,0.753571,0.74853,0.079574,0.080764,0.081476,0.081487,52.814259,53.240813,52.899924,53.22206,5.229951,5.243419,5.331318,5.418478,3.176757,3.192423,3.258471,3.341516,2.899867,2.900805,2.94373,2.971622,0
C02765,B_L13,DIGITAL_CMOS,CMOS_B,0.565656,0.572095,0.568865,0.575867,0.057322,0.058685,0.060448,0.060392,51.735087,52.145904,52.324036,52.50895,5.423418,5.469465,5.479027,5.507866,3.129601,3.184978,3.217358,3.252495,2.869951,2.893414,2.90372,2.928125,0
C02766,B_L13,DIGITAL_CMOS,CMOS_B,0.652308,0.701816,0.84713,1.010085,0.070465,0.073934,0.076402,0.077713,50.242091,51.677017,55.363411,58.033574,5.239867,5.282932,5.284995,5.282784,3.125242,3.170183,3.17034,3.22281,2.947505,2.941869,2.953074,2.963783,1
C02767,B_L13,DIGITAL_CMOS,CMOS_B,0.548226,0.562618,0.56371,0.580143,0.142623,0.142095,0.14332,0.146027,47.903605,47.762449,47.57039,47.82571,5.404914,5.423283,5.529129,5.573776,3.141853,3.167331,3.288844,3.345229,2.956825,2.987507,3.032497,3.061333,0
C02768,B_L13,DIGITAL_CMOS,CMOS_B,0.631454,0.658286,0.684293,0.709863,0.079349,0.078587,0.080901,0.084695,50.680642,50.469506,51.614895,53.488419,5.502898,5.49162,5.492253,5.513498,3.275217,3.252064,3.239621,3.253543,2.927898,2.891906,2.93093,2.944118,0
C02769,B_L13,DIGITAL_CMOS,CMOS_B,0.52547,0.532227,0.554881,0.560649,0.099507,0.10188,0.108195,0.108343,53.020101,54.241344,54.722962,55.493337,5.321184,5.326431,5.364831,5.43439,3.319206,3.337673,3.408657,3.419475,3.113563,3.140662,3.181757,3.197971,0
C02770,B_L13,DIGITAL_CMOS,CMOS_B,0.656787,0.669481,0.701149,0.730803,0.083855,0.087043,0.092446,0.097037,51.982723,52.673081,53.564051,54.925451,5.209191,5.211178,5.241154,5.245033,3.115607,3.109863,3.112296,3.135848,2.803153,2.817589,2.817346,2.811145,0
C02771,B_L13,DIGITAL_CMOS,CMOS_B,0.828082,0.837508,0.856171,0.866719,0.085136,0.085566,0.085841,0.086101,50.074541,50.294804,50.078878,50.794043,5.107277,5.14473,5.228275,5.233125,3.145596,3.169616,3.210353,3.221787,2.985419,2.999333,3.046442,3.04157,0
C02772,B_L13,DIGITAL_CMOS,CMOS_B,0.594365,0.595637,0.599567,0.607205,0.063803,0.066901,0.068275,0.07033,52.10597,53.218381,54.031992,55.516249,5.514251,5.506001,5.509986,5.503728,3.365182,3.408056,3.377361,3.353033,3.090899,3.063091,3.117453,3.095244,0
C02773,B_L13,DIGITAL_CMOS,CMOS_B,0.661853,0.670585,0.71053,0.759593,0.116152,0.118923,0.125708,0.135055,49.476027,49.984552,51.400008,53.305138,5.313942,5.318106,5.364336,5.395783,3.218352,3.26168,3.296826,3.347859,3.010367,3.039777,3.054723,3.070109,0
C02774,B_L13,DIGITAL_CMOS,CMOS_B,0.479692,0.482302,0.484295,0.479414,0.070478,0.071262,0.072248,0.072988,49.069554,49.59344,49.462397,50.257211,4.973849,4.938998,5.001375,4.969675,3.079792,3.100372,3.123576,3.106752,2.956601,2.992611,3.000849,2.998175,0
C03371,B_L22,DIGITAL_CMOS,CMOS_B,0.861955,0.86632,0.880572,0.901063,0.102625,0.106449,0.109714,0.110148,50.013508,50.443915,52.14139,53.905921,5.172996,5.18793,5.199645,5.2679,3.122303,3.108903,3.117758,3.163848,3.166619,3.156056,3.153953,3.175687,0
C03372,B_L22,DIGITAL_CMOS,CMOS_B,0.486595,0.489614,0.495393,0.486599,0.071466,0.072121,0.072269,0.072616,43.663742,43.214521,44.130961,44.930809,5.5974,5.524074,5.603724,5.633583,3.357429,3.320165,3.389244,3.403234,3.252983,3.249019,3.286178,3.290033,0
C03373,B_L22,DIGITAL_CMOS,CMOS_B,0.436308,0.430855,0.435361,0.434515,0.122465,0.121589,0.121284,0.123382,45.77559,46.308566,46.677764,46.953293,5.353208,5.412261,5.50437,5.567759,3.787555,3.839311,3.916822,3.996161,3.290161,3.317693,3.345407,3.365154,0
C03374,B_L22,DIGITAL_CMOS,CMOS_B,0.508736,0.517551,0.533171,0.54629,0.074114,0.074838,0.078155,0.081682,48.983639,49.593527,51.251695,53.434588,5.415428,5.482183,5.62147,5.763748,3.488863,3.519633,3.671023,3.822231,3.13361,3.19008,3.227608,3.331639,0
C03375,B_L22,DIGITAL_CMOS,CMOS_B,0.625516,0.645979,0.63252,0.639744,0.073136,0.074568,0.074377,0.074839,46.50917,46.681664,47.312753,47.685262,5.592969,5.611406,5.81325,5.98499,3.622998,3.625368,3.702599,3.779832,3.360924,3.327318,3.387798,3.442948,0
C03376,B_L22,DIGITAL_CMOS,CMOS_B,0.456807,0.460839,0.472444,0.48517,0.073016,0.074059,0.077235,0.077933,47.195939,47.368329,48.860448,48.841578,5.246161,5.209526,5.221868,5.251052,3.286441,3.311017,3.348294,3.32022,3.204012,3.189935,3.241975,3.252362,0
C03377,B_L22,DIGITAL_CMOS,CMOS_B,0.544008,0.540954,0.540389,0.545052,0.057693,0.057897,0.058301,0.058555,45.211698,45.338496,45.91577,46.031444,5.452888,5.444932,5.478686,5.497559,3.520061,3.527636,3.552261,3.534915,3.373762,3.385804,3.40338,3.415878,0
C03378,B_L22,DIGITAL_CMOS,CMOS_B,0.473994,0.47721,0.478748,0.483405,0.04369,0.04407,0.044565,0.045255,45.798002,45.296867,46.524331,46.421654,5.122352,5.15774,5.166076,5.171482,3.414673,3.418039,3.436066,3.438885,2.924357,2.924374,2.918869,2.938546,0
C03379,B_L22,DIGITAL_CMOS,CMOS_B,0.569779,0.569799,0.592695,0.620133,0.074981,0.077011,0.08063,0.082039,48.865197,49.049196,50.807841,51.97093,5.181968,5.247808,5.25835,5.283564,3.413028,3.444328,3.468718,3.434024,3.332742,3.353524,3.33759,3.322794,0
C03380,B_L22,DIGITAL_CMOS,CMOS_B,0.535757,0.552815,0.58085,0.581972,0.093357,0.097683,0.100964,0.100651,49.300237,49.720309,51.449071,52.452412,5.330869,5.322015,5.385223,5.428339,3.480411,3.474737,3.516818,3.559856,3.469164,3.498546,3.516704,3.521843,0
C03381,B_L22,DIGITAL_CMOS,CMOS_B,0.500759,0.497717,0.507221,0.507708,0.083296,0.085117,0.087266,0.089209,45.314284,45.611009,46.221656,46.660339,5.174158,5.246407,5.39375,5.430136,3.291412,3.285917,3.410859,3.469664,3.00461,3.052632,3.087284,3.147584,0
C03382,B_L22,DIGITAL_CMOS,CMOS_B,0.578316,0.591562,0.594358,0.619707,0.094432,0.098384,0.102616,0.106872,43.05138,43.66241,44.811131,46.252594,5.182483,5.218799,5.303976,5.415014,3.397943,3.395981,3.464243,3.613263,3.116922,3.127252,3.158125,3.18495,0
C03383,B_L22,DIGITAL_CMOS,CMOS_B,0.639218,0.658151,0.665347,0.681055,0.073653,0.075288,0.076206,0.078891,42.950197,43.092132,44.626373,46.54233,5.222795,5.278844,5.375698,5.46651,3.340721,3.411271,3.477296,3.532877,3.228731,3.2394,3.262002,3.285229,0
C03384,B_L22,DIGITAL_CMOS,CMOS_B,0.465947,0.481224,0.508783,0.512716,0.082938,0.085958,0.086983,0.088659,45.056255,45.636445,47.531805,49.346544,5.358072,5.394538,5.416949,5.458493,3.401929,3.474003,3.493599,3.501859,3.219474,3.206258,3.200468,3.22966,0
C03385,B_L22,DIGITAL_CMOS,CMOS_B,0.600513,0.610453,0.640353,0.671143,0.091833,0.092663,0.096121,0.100189,45.63146,46.299276,48.063332,50.248644,5.188343,5.210319,5.26839,5.307877,3.472261,3.501754,3.509356,3.512582,3.193829,3.193267,3.195698,3.194622,0
C03386,B_L22,DIGITAL_CMOS,CMOS_B,0.624559,0.637497,0.629378,0.639126,0.10999,0.109314,0.112639,0.113426,44.74673,45.298857,45.503468,45.547666,5.502691,5.498785,5.670593,5.765241,3.342947,3.365411,3.483171,3.557531,3.289423,3.323748,3.367912,3.429423,0
C03387,B_L22,DIGITAL_CMOS,CMOS_B,0.5038,0.514422,0.537897,0.556083,0.085671,0.087792,0.09182,0.093733,46.388998,46.690228,48.260346,49.319659,5.381465,5.361196,5.387597,5.440495,3.581455,3.601808,3.623021,3.584175,3.114948,3.131648,3.151106,3.16317,0
C03388,B_L22,DIGITAL_CMOS,CMOS_B,0.455121,0.45498,0.461088,0.45895,0.064094,0.063888,0.065503,0.065968,43.691137,44.199089,44.510128,44.653148,5.213263,5.247904,5.23554,5.237665,3.38098,3.429328,3.450235,3.445988,3.165964,3.147095,3.198638,3.185779,0
C03389,B_L22,DIGITAL_CMOS,CMOS_B,0.476888,0.476051,0.476385,0.48532,0.047134,0.047078,0.047157,0.047992,44.252641,44.350056,44.644674,45.273944,5.122949,5.089662,5.139513,5.170034,3.322024,3.339304,3.385852,3.345788,3.058205,3.039932,3.086534,3.094995,0
C03390,B_L22,DIGITAL_CMOS,CMOS_B,0.528589,0.530524,0.539635,0.554036,0.084557,0.084772,0.087609,0.091022,45.479854,46.4734,47.478221,48.799323,5.217114,5.241185,5.37866,5.473335,3.437099,3.491883,3.614435,3.725752,3.179634,3.196352,3.230528,3.317709,0
C03391,B_L22,DIGITAL_CMOS,CMOS_B,0.62516,0.62365,0.627093,0.631423,0.079038,0.080357,0.082148,0.082772,46.0569,46.482043,47.92646,48.761049,5.194543,5.228625,5.332425,5.415618,3.379395,3.475036,3.557959,3.674614,3.249889,3.253683,3.267342,3.305356,0
C03392,B_L22,DIGITAL_CMOS,CMOS_B,0.476711,0.477969,0.487811,0.482544,0.068436,0.069236,0.070042,0.070842,43.935314,44.482862,44.710732,45.551599,5.429655,5.406518,5.588281,5.738375,3.706284,3.722049,3.792415,3.876348,3.102972,3.140438,3.210292,3.257031,0
C03393,B_L22,DIGITAL_CMOS,CMOS_B,0.578396,0.586837,0.601245,0.605342,0.087347,0.087981,0.09241,0.095127,46.966525,47.570877,48.945537,50.278254,5.129342,5.173942,5.288125,5.38383,3.343593,3.327449,3.451453,3.469879,3.162927,3.165645,3.239433,3.308755,0
C03394,B_L22,DIGITAL_CMOS,CMOS_B,0.796023,0.79669,0.798519,0.808458,0.129778,0.132039,0.133182,0.13464,48.641003,49.332883,48.634949,49.426119,4.972439,4.984441,5.012799,4.987969,3.031985,3.054202,3.053611,3.056346,2.997357,2.991347,3.014824,3.016977,0
C03395,B_L22,DIGITAL_CMOS,CMOS_B,0.51228,0.533502,0.53945,0.545871,0.115647,0.120334,0.121085,0.125512,44.191495,45.013374,46.587389,47.036758,5.510271,5.532027,5.566625,5.619645,3.288168,3.285011,3.309075,3.297032,3.060752,3.075198,3.079105,3.084394,0
C03396,B_L22,DIGITAL_CMOS,CMOS_B,0.672891,0.691945,0.706659,0.729284,0.065369,0.066709,0.06964,0.069971,48.7083,49.942617,50.464286,51.199496,5.037937,5.088538,5.186457,5.228522,3.152375,3.197446,3.204369,3.251395,2.84677,2.883487,2.87853,2.893863,0
C03397,B_L22,DIGITAL_CMOS,CMOS_B,0.628801,0.630127,0.656012,0.676988,0.06982,0.070924,0.072225,0.074681,48.445924,49.125726,50.408966,52.687838,5.133266,5.175937,5.261213,5.423669,3.314361,3.340361,3.439765,3.547706,2.780623,2.792831,2.838227,2.87608,0
C03398,B_L22,DIGITAL_CMOS,CMOS_B,0.46326,0.463111,0.458851,0.468948,0.070485,0.072137,0.072036,0.072982,44.959574,45.120212,44.924947,45.379364,5.313789,5.338945,5.363507,5.366008,3.130006,3.098847,3.126927,3.143995,3.127674,3.088575,3.09898,3.097862,0
C03399,B_L22,DIGITAL_CMOS,CMOS_B,0.662414,0.6709,0.690755,0.73449,0.090177,0.093992,0.100114,0.104257,46.813362,47.254321,49.059316,52.495507,5.336862,5.366853,5.393694,5.474124,3.140654,3.180631,3.259354,3.311553,3.149428,3.157925,3.208237,3.192997,0
C03400,B_L22,DIGITAL_CMOS,CMOS_B,0.63797,0.635624,0.664069,0.674215,0.099717,0.100924,0.106257,0.11192,50.091731,50.653195,52.526368,54.665125,5.32837,5.370488,5.562557,5.682339,3.434825,3.478439,3.576463,3.64384,3.076214,3.093573,3.184116,3.20552,0
C03401,B_L22,DIGITAL_CMOS,CMOS_B,0.4533,0.451142,0.456958,0.461974,0.063631,0.064547,0.066882,0.069482,48.716053,49.65781,50.921243,51.266694,5.275317,5.366039,5.466245,5.571328,3.248482,3.30284,3.399569,3.477627,3.174825,3.230876,3.221628,3.214163,0
C03402,B_L22,DIGITAL_CMOS,CMOS_B,0.511094,0.51479,0.52106,0.535189,0.163831,0.169312,0.172428,0.175377,50.556002,51.767355,52.860331,53.637467,4.825823,4.821051,4.834915,4.920802,3.070645,3.055898,3.102179,3.123835,2.947439,2.914421,2.944477,2.977791,0
C03403,B_L22,DIGITAL_CMOS,CMOS_B,0.756255,0.802803,0.845861,0.888799,0.085532,0.08732,0.090606,0.093887,49.951727,50.878162,52.638443,55.466261,5.2794,5.238666,5.307096,5.265572,3.607682,3.712396,3.717935,3.845829,3.095508,3.103144,3.093,3.093792,1
C03404,B_L22,DIGITAL_CMOS,CMOS_B,0.817245,0.819979,0.818546,0.807512,0.110951,0.111197,0.110924,0.112332,46.235284,46.378087,46.634708,46.890316,5.701073,5.685909,5.682084,5.701951,3.382378,3.404324,3.410847,3.442897,3.237182,3.226342,3.283655,3.276961,0
C03405,B_L22,DIGITAL_CMOS,CMOS_B,0.633866,0.655042,0.668497,0.679864,0.089191,0.092423,0.094963,0.097754,49.319956,49.799667,51.390168,52.381635,5.493978,5.50124,5.508262,5.55832,3.482337,3.495441,3.509668,3.545442,3.414542,3.415389,3.428434,3.44492,0
C03406,B_L22,DIGITAL_CMOS,CMOS_B,0.579683,0.599003,0.630575,0.71754,0.08632,0.0894,0.094,0.097249,43.990905,44.546524,46.158656,51.65384,5.410263,5.508359,5.566983,5.630885,3.419889,3.389176,3.44648,3.454137,3.254797,3.317834,3.338306,3.372546,1
C03407,B_L22,DIGITAL_CMOS,CMOS_B,0.549197,0.551581,0.562916,0.566353,0.073198,0.077079,0.077653,0.079144,43.96988,44.76484,45.657684,45.872316,5.453905,5.448183,5.463295,5.477934,3.583076,3.591316,3.606899,3.618962,3.126637,3.14296,3.165978,3.149387,0
C03408,B_L22,DIGITAL_CMOS,CMOS_B,0.564866,0.577101,0.584335,0.592419,0.068819,0.071121,0.074418,0.076048,48.251374,48.531621,49.715694,50.122288,5.127258,5.215805,5.271566,5.347976,3.658314,3.71777,3.724255,3.770581,3.109766,3.128903,3.152109,3.174634,0
C03409,B_L22,DIGITAL_CMOS,CMOS_B,0.54116,0.548341,0.569269,0.581947,0.053814,0.054732,0.057333,0.058315,45.16729,44.903775,46.196263,47.209674,5.206479,5.270923,5.391867,5.531012,3.428787,3.422877,3.545551,3.673536,3.444877,3.514821,3.519874,3.634721,0
C03410,B_L22,DIGITAL_CMOS,CMOS_B,0.521498,0.5065,0.508896,0.523197,0.134587,0.135574,0.137783,0.138047,43.68632,44.568377,45.037607,45.26494,5.438922,5.498016,5.508092,5.600507,3.295712,3.265025,3.311961,3.335499,3.153495,3.155497,3.164726,3.189663,0
C03411,B_L22,DIGITAL_CMOS,CMOS_B,0.561588,0.565504,0.577312,0.60284,0.081321,0.083779,0.086685,0.088835,47.00844,47.896543,48.588165,49.180868,5.800442,5.813365,5.84616,5.86322,3.35311,3.323789,3.371094,3.368073,3.131096,3.160413,3.158332,3.198061,0
C03412,B_L22,DIGITAL_CMOS,CMOS_B,0.632143,0.64101,0.62141,0.651544,0.078741,0.081259,0.080981,0.080742,48.545768,48.238366,49.076467,50.080983,5.01384,5.060899,5.158023,5.298197,3.089691,3.120007,3.202335,3.28018,3.030764,3.033749,3.058774,3.154568,0
C03413,B_L22,DIGITAL_CMOS,CMOS_B,0.47255,0.480517,0.490067,0.488137,0.092641,0.094067,0.09539,0.095161,46.131454,46.248501,46.531665,46.108801,6.714517,6.810526,7.218161,7.63221,3.822246,3.901346,3.940493,4.056503,3.314407,3.317473,3.359292,3.425625,1
C03414,B_L22,DIGITAL_CMOS,CMOS_B,0.596532,0.609894,0.623822,0.63377,0.121557,0.12148,0.129601,0.136849,46.241217,46.38046,48.317046,50.496278,5.256972,5.337959,5.387017,5.460695,3.353942,3.402689,3.454842,3.513862,3.006661,2.974954,3.044523,3.056799,0
C03415,B_L22,DIGITAL_CMOS,CMOS_B,0.712515,0.689378,0.714257,0.729817,0.071083,0.073387,0.077002,0.081037,44.505637,45.423958,46.109948,47.901056,5.047287,5.092539,5.149205,5.233833,3.102758,3.177709,3.20306,3.25931,3.002052,3.040531,3.057925,3.099355,1
C03416,B_L22,DIGITAL_CMOS,CMOS_B,0.603781,0.612826,0.631995,0.651304,0.092252,0.094344,0.09708,0.102097,45.664231,45.976884,47.352677,49.819212,5.254411,5.34967,5.472788,5.557035,3.356586,3.407198,3.424028,3.452772,3.013865,3.062266,3.033107,3.109171,0
C03417,B_L22,DIGITAL_CMOS,CMOS_B,0.630612,0.632236,0.631012,0.630579,0.084475,0.085814,0.086991,0.087614,45.883402,46.232482,46.253089,46.497176,5.217629,5.182578,5.241734,5.229716,3.400521,3.436358,3.438292,3.436685,3.155027,3.131235,3.136755,3.178309,0
C03418,B_L22,DIGITAL_CMOS,CMOS_B,0.417547,0.419906,0.436771,0.44147,0.067904,0.069478,0.071244,0.073306,49.215623,50.480083,51.733755,52.414254,5.343809,5.397485,5.399305,5.725959,3.536769,3.560258,3.558747,3.983131,3.356129,3.343635,3.337646,3.356755,1
C03419,B_L22,DIGITAL_CMOS,CMOS_B,0.488761,0.502899,0.509923,0.513071,0.060076,0.06165,0.064129,0.064792,44.831984,45.849627,47.147588,48.19302,5.121082,5.10165,5.120624,5.13054,3.201892,3.205044,3.190806,3.24819,3.118658,3.097775,3.131636,3.11829,0
C03420,B_L22,DIGITAL_CMOS,CMOS_B,0.717159,0.712262,0.706089,0.705672,0.059362,0.061129,0.061063,0.062538,46.649904,47.194052,47.241149,47.508488,5.376975,5.403088,5.494476,5.533834,3.055483,3.103283,3.149038,3.218405,3.127691,3.142791,3.189784,3.223963,0
C03421,B_L22,DIGITAL_CMOS,CMOS_B,0.729312,0.740674,0.747125,0.769289,0.047161,0.04876,0.050936,0.052783,44.29387,44.632012,45.666594,46.047555,5.291199,5.282838,5.329219,5.3686,3.380057,3.411893,3.364865,3.393838,2.909388,2.936426,2.907296,2.940385,0
C03422,B_L22,DIGITAL_CMOS,CMOS_B,0.549943,0.551942,0.564062,0.600431,0.085369,0.087613,0.090159,0.093093,46.036901,45.92827,47.770415,50.197224,5.313011,5.315615,5.330829,5.391331,3.447109,3.421209,3.44118,3.422499,3.252145,3.266954,3.270938,3.280561,0
C03423,B_L22,DIGITAL_CMOS,CMOS_B,0.616163,0.611684,0.634859,0.665701,0.094745,0.097624,0.104482,0.109532,48.990916,49.956529,51.090672,54.263957,5.35773,5.479408,5.552251,5.680905,3.467227,3.543557,3.616629,3.67601,3.316439,3.354422,3.36907,3.390197,0
C03424,B_L22,DIGITAL_CMOS,CMOS_B,0.637739,0.642522,0.638809,0.651373,0.098563,0.098557,0.099449,0.100614,46.338997,47.565873,47.302754,48.312245,5.203813,5.235532,5.234298,5.246109,3.376949,3.400332,3.411124,3.413418,3.209353,3.221264,3.224794,3.218649,0
C03425,B_L22,DIGITAL_CMOS,CMOS_B,0.58013,0.579049,0.580532,0.570888,0.087016,0.085507,0.086075,0.088304,50.274605,50.458414,50.25165,50.873823,5.371687,5.387521,5.354504,5.395757,3.486068,3.496905,3.50501,3.517257,3.281383,3.259834,3.298328,3.331652,0
C03426,B_L22,DIGITAL_CMOS,CMOS_B,0.604658,0.604465,0.63072,0.630705,0.07132,0.072765,0.073881,0.075455,44.000272,44.310756,44.525181,45.556987,5.324465,5.408363,5.557724,5.738303,3.454354,3.533281,3.648496,3.742223,3.121364,3.12941,3.20344,3.282211,0
C03427,B_L22,DIGITAL_CMOS,CMOS_B,0.495526,0.485304,0.490839,0.496256,0.07776,0.078585,0.077818,0.078843,46.559953,46.65784,46.425523,46.557175,5.382004,5.38653,5.419275,5.482447,3.402399,3.447477,3.452428,3.434313,3.166413,3.17438,3.17988,3.184194,0
C03428,B_L22,DIGITAL_CMOS,CMOS_B,0.434706,0.43827,0.443743,0.452877,0.069073,0.071003,0.073027,0.073419,43.098236,44.186426,45.774782,46.589226,5.17631,5.187278,5.205846,5.211622,3.598157,3.608447,3.620655,3.62807,3.177177,3.147538,3.185684,3.181713,0
